museum,place
http://dbpedia.org/resource/Luoyang_Museum,http://dbpedia.org/resource/Luoyang
http://dbpedia.org/resource/Luoyang_Museum,http://dbpedia.org/resource/China
http://dbpedia.org/resource/Lutz_Children's_Museum,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Lutz_Children's_Museum,"http://dbpedia.org/resource/Manchester,_Connecticut"
http://dbpedia.org/resource/Lwandle_Migrant_Labour_Museum,http://dbpedia.org/resource/Somerset_West
http://dbpedia.org/resource/Lyallpur_Museum,http://dbpedia.org/resource/Faisalabad
http://dbpedia.org/resource/Lyallpur_Museum,"http://dbpedia.org/resource/Punjab,_Pakistan"
http://dbpedia.org/resource/Lyallpur_Museum,http://dbpedia.org/resource/Pakistan
http://dbpedia.org/resource/Lévis_Forts,http://dbpedia.org/resource/Quebec
http://dbpedia.org/resource/Lévis_Forts,http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Lévis_Forts,http://dbpedia.org/resource/Saint_Lawrence_River
http://dbpedia.org/resource/M+,http://dbpedia.org/resource/Hong_Kong
http://dbpedia.org/resource/MALBA,http://dbpedia.org/resource/Avenida_Figueroa_Alcorta
http://dbpedia.org/resource/MALBA,http://dbpedia.org/resource/Buenos_Aires
http://dbpedia.org/resource/MARTa_Herford,http://dbpedia.org/resource/Herford
http://dbpedia.org/resource/MARTa_Herford,http://dbpedia.org/resource/North_Rhine-Westphalia
http://dbpedia.org/resource/MARTa_Herford,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/MCRD_San_Diego_Command_Museum,http://dbpedia.org/resource/California
http://dbpedia.org/resource/MCRD_San_Diego_Command_Museum,http://dbpedia.org/resource/San_Diego
http://dbpedia.org/resource/MCRD_San_Diego_Command_Museum,http://dbpedia.org/resource/Marine_Corps_Recruit_Depot_San_Diego
http://dbpedia.org/resource/METU_Science_and_Technology_Museum,http://dbpedia.org/resource/Ankara
http://dbpedia.org/resource/METU_Science_and_Technology_Museum,http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/MIT_Museum,http://dbpedia.org/resource/Massachusetts
http://dbpedia.org/resource/MIT_Museum,"http://dbpedia.org/resource/Cambridge,_Massachusetts"
http://dbpedia.org/resource/M_Shed,http://dbpedia.org/resource/Bristol
http://dbpedia.org/resource/Mabee-Gerrer_Museum_of_Art,"http://dbpedia.org/resource/Shawnee,_Oklahoma"
http://dbpedia.org/resource/Macdonald_Stewart_Art_Centre,http://dbpedia.org/resource/Guelph
http://dbpedia.org/resource/Macdonald_Stewart_Art_Centre,http://dbpedia.org/resource/Ontario
http://dbpedia.org/resource/Macdonald_Stewart_Art_Centre,http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Machine_Project,http://dbpedia.org/resource/California
http://dbpedia.org/resource/Machine_Project,http://dbpedia.org/resource/Los_Angeles
http://dbpedia.org/resource/Machon_Ayalon,http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Mackenzie_House,http://dbpedia.org/resource/Ontario
http://dbpedia.org/resource/Mackenzie_House,http://dbpedia.org/resource/Toronto
http://dbpedia.org/resource/Madison_Children's_Museum,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Madison_Children's_Museum,"http://dbpedia.org/resource/Madison,_Wisconsin"
http://dbpedia.org/resource/Madison_Museum_of_Fine_Art,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Madison_Museum_of_Fine_Art,"http://dbpedia.org/resource/Madison,_Georgia"
http://dbpedia.org/resource/Magnes_Collection_of_Jewish_Art_and_Life,"http://dbpedia.org/resource/Berkeley,_California"
http://dbpedia.org/resource/Magoffin_County_Pioneer_Village_and_Museum,"http://dbpedia.org/resource/Salyersville,_Kentucky"
