museum
http://dbpedia.org/resource/Cultural_and_Scientific_Center_%22Milutin_Milanković%22
http://dbpedia.org/resource/Culture_Shed
http://dbpedia.org/resource/Cumberland_Inn_&_Museum
http://dbpedia.org/resource/Cumberland_Pencil_Museum
http://dbpedia.org/resource/Cummer_Museum_of_Art_and_Gardens
http://dbpedia.org/resource/Currency_Museum_(Canada)
http://dbpedia.org/resource/Currency_Museum_of_the_Bank_of_Japan
"http://dbpedia.org/resource/Currency_museum,_Colombo"
http://dbpedia.org/resource/Currier_Museum_of_Art
http://dbpedia.org/resource/Cynthia_Woods_Mitchell_Center_for_the_Arts
http://dbpedia.org/resource/Cyprus_Museum
http://dbpedia.org/resource/Cyprus_Police_Museum
http://dbpedia.org/resource/Czartoryski_Museum
http://dbpedia.org/resource/Czechoslovak_Museum
http://dbpedia.org/resource/DANK_Haus_German_American_Cultural_Center
http://dbpedia.org/resource/DAR_Museum
http://dbpedia.org/resource/Da_Vinci_Science_Center
http://dbpedia.org/resource/Dabaotai_Western_Han_Dynasty_Mausoleum
http://dbpedia.org/resource/Dad's_Army_Museum
http://dbpedia.org/resource/Dadiani_Palace
http://dbpedia.org/resource/Dahesh_Museum_of_Art
http://dbpedia.org/resource/Dairy_Art_Centre
http://dbpedia.org/resource/DakshinaChitra
http://dbpedia.org/resource/Dallas_Holocaust_Museum/Center_for_Education_&_Tolerance
http://dbpedia.org/resource/Dallas_Museum_of_Art
http://dbpedia.org/resource/Dalnavert
http://dbpedia.org/resource/Daming_Palace
http://dbpedia.org/resource/Dana_Library_and_Research_Centre
http://dbpedia.org/resource/Dance_Place
http://dbpedia.org/resource/Danforth_Museum
http://dbpedia.org/resource/Danish_Museum_of_Art_&_Design
http://dbpedia.org/resource/Danish_Museum_of_Hunting_and_Forestry
http://dbpedia.org/resource/Danish_Police_Museum
http://dbpedia.org/resource/Danish_Railway_Museum
http://dbpedia.org/resource/Danish_Revue_Museum
http://dbpedia.org/resource/Dankwarderode_Castle
http://dbpedia.org/resource/Danmarks_Traktormuseum
http://dbpedia.org/resource/Dannevirke_Museum
http://dbpedia.org/resource/Dansmuseet
http://dbpedia.org/resource/Darbhanga_Planetarium
http://dbpedia.org/resource/Darshan_Museum
http://dbpedia.org/resource/Darwin_Military_Museum
http://dbpedia.org/resource/Datia_Palace
http://dbpedia.org/resource/David_A._Zegeer_Coal-Railroad_Museum
http://dbpedia.org/resource/David_Mirvish_Gallery
http://dbpedia.org/resource/David_Owsley_Museum_of_Art_Ball_State_University
http://dbpedia.org/resource/Davis_Museum
http://dbpedia.org/resource/Dayton_International_Peace_Museum
http://dbpedia.org/resource/Daytona_500_Experience
http://dbpedia.org/resource/DeCordova_Museum_and_Sculpture_Park
http://dbpedia.org/resource/DeLand_House_Museum
http://dbpedia.org/resource/De_Appel
http://dbpedia.org/resource/De_Havilland_Aircraft_Museum
http://dbpedia.org/resource/De_Pont_Museum_of_Contemporary_Art
http://dbpedia.org/resource/De_Young_(museum)
http://dbpedia.org/resource/Debel_Gallery
http://dbpedia.org/resource/Deir_ez-Zor_Museum
http://dbpedia.org/resource/Delaware_Art_Museum
http://dbpedia.org/resource/Delaware_Center_for_the_Contemporary_Arts
http://dbpedia.org/resource/Delaware_Historical_Society
http://dbpedia.org/resource/Delaware_Museum_of_Natural_History
http://dbpedia.org/resource/Delaware_Sports_Museum_and_Hall_of_Fame
http://dbpedia.org/resource/Delaware_and_Hudson_Canal_Museum
http://dbpedia.org/resource/Delphi_Archaeological_Museum
http://dbpedia.org/resource/Delta_Flight_Museum
http://dbpedia.org/resource/Denis_Diderot_House_Of_Enlightenment_(France)
http://dbpedia.org/resource/Denver_Firefighters_Museum
http://dbpedia.org/resource/Denver_Museum_of_Nature_and_Science
http://dbpedia.org/resource/Department_of_Planned_Languages_and_Esperanto_Museum
http://dbpedia.org/resource/Derby_Museum_and_Art_Gallery
http://dbpedia.org/resource/Derby_Silk_Mill
http://dbpedia.org/resource/Derfner_Judaica_Museum
http://dbpedia.org/resource/DesBrisay_Museum
http://dbpedia.org/resource/Des_Moines_Art_Center
http://dbpedia.org/resource/Desert_Christ_Park
http://dbpedia.org/resource/Design_Exchange
http://dbpedia.org/resource/Design_Museum
http://dbpedia.org/resource/Design_Museum_Holon
http://dbpedia.org/resource/Design_Museum_of_Barcelona
http://dbpedia.org/resource/Despić_House
http://dbpedia.org/resource/Deste_Foundation
http://dbpedia.org/resource/Destin_History_&_Fishing_Museum
http://dbpedia.org/resource/Detroit_Historical_Museum
http://dbpedia.org/resource/Detroit_Institute_of_Arts
http://dbpedia.org/resource/Deutsches_Currywurst_Museum
http://dbpedia.org/resource/Deutsches_Museum
http://dbpedia.org/resource/Deutsches_Museum_Flugwerft_Schleissheim
http://dbpedia.org/resource/Devil's_Coulee_Dinosaur_Heritage_Museum
http://dbpedia.org/resource/Dharma_Wiratama_Museum
http://dbpedia.org/resource/Dialogue_in_Silence
http://dbpedia.org/resource/Dialogue_in_the_Dark
http://dbpedia.org/resource/Diamond_Museum_Amsterdam
http://dbpedia.org/resource/Dick's_Classic_Garage
http://dbpedia.org/resource/Dick_Institute
http://dbpedia.org/resource/Didcot_Railway_Centre
http://dbpedia.org/resource/Diefenbaker_House
http://dbpedia.org/resource/Dimbola_Lodge
http://dbpedia.org/resource/Dinopolis
http://dbpedia.org/resource/Dinosaur_Isle
http://dbpedia.org/resource/Disco:_A_Decade_of_Saturday_Nights
http://dbpedia.org/resource/Discovery_Center_of_Springfield
http://dbpedia.org/resource/Discovery_Centre
http://dbpedia.org/resource/Discovery_Children's_Museum
http://dbpedia.org/resource/Discovery_Cube_Orange_County
http://dbpedia.org/resource/Discovery_Museum
http://dbpedia.org/resource/Discovery_Museum_and_Planetarium
http://dbpedia.org/resource/Discovery_Place
http://dbpedia.org/resource/Discovery_Station
http://dbpedia.org/resource/Dishman_Art_Museum
http://dbpedia.org/resource/Distomo_Archaeological_Collection
http://dbpedia.org/resource/District_Museum_in_Toruń
http://dbpedia.org/resource/District_Six_Museum
http://dbpedia.org/resource/Dock_Museum
http://dbpedia.org/resource/Doge's_Palace
"http://dbpedia.org/resource/Dogra_Art_Museum,_Jammu"
http://dbpedia.org/resource/Dolan_DNA_Learning_Center
http://dbpedia.org/resource/Dolph_Briscoe_Center_for_American_History
http://dbpedia.org/resource/Don_F._Pratt_Memorial_Museum
http://dbpedia.org/resource/Don_Garlits_Museum_of_Drag_Racing
http://dbpedia.org/resource/Don_Harrington_Discovery_Center
http://dbpedia.org/resource/Don_Rhodes_Mining_and_Transport_Museum
http://dbpedia.org/resource/Donegal_County_Museum
http://dbpedia.org/resource/Doon_Heritage_Village
http://dbpedia.org/resource/Dordrechts_Museum
http://dbpedia.org/resource/Dorman_Museum
http://dbpedia.org/resource/Dornier_Museum_Friedrichshafen
http://dbpedia.org/resource/Dorrigo_Steam_Railway_and_Museum
http://dbpedia.org/resource/Dorset_Teddy_Bear_Museum
http://dbpedia.org/resource/Doual'art
http://dbpedia.org/resource/Douz_Museum
http://dbpedia.org/resource/Dover_Museum
http://dbpedia.org/resource/Dovery_Manor_Museum
http://dbpedia.org/resource/Doğançay_Museum
http://dbpedia.org/resource/Dr._Bhau_Daji_Lad_Museum
http://dbpedia.org/resource/Dr._Jenner’s_House
http://dbpedia.org/resource/Dr._John_D._Cooper_Archaeological_and_Paleontological_Center
http://dbpedia.org/resource/Drake_Planetarium_and_Science_Center
http://dbpedia.org/resource/Drake_Well_Museum
http://dbpedia.org/resource/Drawing_Center
http://dbpedia.org/resource/Drents_Museum
http://dbpedia.org/resource/Dresden_Armory
http://dbpedia.org/resource/Dresden_City_Museum
http://dbpedia.org/resource/Driehaus_Museum
http://dbpedia.org/resource/Drohobych_Museum
http://dbpedia.org/resource/Drossinis_Museum
http://dbpedia.org/resource/Drostdy_Museum
http://dbpedia.org/resource/DuPont_Museum
http://dbpedia.org/resource/DuSable_Museum_of_African_American_History
http://dbpedia.org/resource/Du_Fu_Thatched_Cottage
http://dbpedia.org/resource/Dubai_Museum
http://dbpedia.org/resource/Dubois_Museum
http://dbpedia.org/resource/Ducati_Museum
http://dbpedia.org/resource/Dudley_Museum_and_Art_Gallery
http://dbpedia.org/resource/Duff_Baby_House
http://dbpedia.org/resource/Duluth_Depot
http://dbpedia.org/resource/Dulwich_Picture_Gallery
http://dbpedia.org/resource/Dumfries_and_Galloway_Aviation_Museum
http://dbpedia.org/resource/Duncan_Gallery_of_Art
http://dbpedia.org/resource/Dundee_Museum_of_Transport
http://dbpedia.org/resource/Dundurn_Castle
http://dbpedia.org/resource/Dunster_Museum_&_Doll_Collection
http://dbpedia.org/resource/Durham_University_Oriental_Museum
http://dbpedia.org/resource/Durrell_Museum
http://dbpedia.org/resource/Durrës_Archaeological_Museum
http://dbpedia.org/resource/Dutch_Navy_Museum
http://dbpedia.org/resource/Dynamic_Earth
http://dbpedia.org/resource/Dzitoghtsyan_Museum_of_National_Architecture
http://dbpedia.org/resource/Döderhultarn_Museum
http://dbpedia.org/resource/Dünya_Müzeleri_Müzesi
http://dbpedia.org/resource/ECHO_Lake_Aquarium_and_Science_Center
http://dbpedia.org/resource/ESMoA
http://dbpedia.org/resource/EUROPEUM_-_European_Culture_Centre
http://dbpedia.org/resource/EYE_Film_Institute_Netherlands
http://dbpedia.org/resource/East_Anglia_Transport_Museum
http://dbpedia.org/resource/East_Jersey_Olde_Towne_Village
http://dbpedia.org/resource/East_Kentucky_Science_Center
http://dbpedia.org/resource/East_Side_Gallery
http://dbpedia.org/resource/East_Tennessee_Historical_Society__Museum_of_East_Tennessee_History__1
http://dbpedia.org/resource/Eastern_Shore_Railway_Museum
http://dbpedia.org/resource/Ebenezer_Avery_House
http://dbpedia.org/resource/Eckley_Miners'_Village
http://dbpedia.org/resource/EcoTarium
http://dbpedia.org/resource/EdVenture
http://dbpedia.org/resource/Ed_Leith_Cretaceous_Menagerie
"http://dbpedia.org/resource/Edgar_Allan_Poe_Museum_(Richmond,_Virginia)"
