author,place
http://dbpedia.org/resource/Abbas_Kamandi,http://dbpedia.org/resource/Sanandij
http://dbpedia.org/resource/Abbas_Uddin,http://dbpedia.org/resource/Cooch_Behar
http://dbpedia.org/resource/Abbas_Uddin,http://dbpedia.org/resource/Tufanganj
http://dbpedia.org/resource/Abbe_May,"http://dbpedia.org/resource/Subiaco,_Western_Australia"
http://dbpedia.org/resource/Abbey_Lincoln,http://dbpedia.org/resource/Chicago
http://dbpedia.org/resource/Abbey_Rader,"http://dbpedia.org/resource/New_Brunswick,_New_Jersey"
http://dbpedia.org/resource/Abbie_Betinis,"http://dbpedia.org/resource/Stevens_Point,_Wisconsin"
http://dbpedia.org/resource/Abbie_Mitchell,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Abbott_Fuller_Graves,"http://dbpedia.org/resource/Weymouth,_Massachusetts"
http://dbpedia.org/resource/Abbott_Handerson_Thayer,http://dbpedia.org/resource/Boston
http://dbpedia.org/resource/Abby_Dobson_(Australian_musician),http://dbpedia.org/resource/Australian_Capital_Territory
http://dbpedia.org/resource/Abby_Dobson_(Australian_musician),http://dbpedia.org/resource/Canberra
http://dbpedia.org/resource/Abby_Dobson_(Australian_musician),http://dbpedia.org/resource/New_South_Wales
http://dbpedia.org/resource/Abby_Jackson,http://dbpedia.org/resource/North_Devon
http://dbpedia.org/resource/Abby_Rakic-Platt,http://dbpedia.org/resource/London
http://dbpedia.org/resource/Abby_Williams_Hill,"http://dbpedia.org/resource/Grinnell,_Iowa"
http://dbpedia.org/resource/Abd_al-Samad,http://dbpedia.org/resource/Shiraz
http://dbpedia.org/resource/Abd_al_Malik_(rapper),http://dbpedia.org/resource/Paris
http://dbpedia.org/resource/Abdelaziz_Gorgi,http://dbpedia.org/resource/Tunis
http://dbpedia.org/resource/Abderrahmane_Abdelli,http://dbpedia.org/resource/Tizi_Ouzou
http://dbpedia.org/resource/Abdi_Sinimo,http://dbpedia.org/resource/Jarahorato
http://dbpedia.org/resource/AbdolReza_Razmjoo,http://dbpedia.org/resource/Kermanshah
http://dbpedia.org/resource/Abdominal_(rapper),http://dbpedia.org/resource/Toronto
http://dbpedia.org/resource/Abdou_Cherif,http://dbpedia.org/resource/Casablanca
http://dbpedia.org/resource/Abdul_Alim_(folk_singer),http://dbpedia.org/resource/Murshidabad
http://dbpedia.org/resource/Abdul_Alim_(folk_singer),http://dbpedia.org/resource/West_Bengal
http://dbpedia.org/resource/Abdul_Rahim_Sarban,http://dbpedia.org/resource/Kabul
http://dbpedia.org/resource/Abdul_Rauf_Rufi,http://dbpedia.org/resource/Faisalabad
http://dbpedia.org/resource/Abdul_Rauf_Rufi,"http://dbpedia.org/resource/Punjab,_Pakistan"
http://dbpedia.org/resource/Abdul_Vas,http://dbpedia.org/resource/Maracay
http://dbpedia.org/resource/Abdulaziz_Abdulrahman,"http://dbpedia.org/resource/Tabuk,_Saudi_Arabia"
http://dbpedia.org/resource/Abdulfattah_Owainat,http://dbpedia.org/resource/Kuwait_City
http://dbpedia.org/resource/Abdullah_Balak,http://dbpedia.org/resource/Şanlıurfa
http://dbpedia.org/resource/Abdullah_Ibrahim,http://dbpedia.org/resource/Cape_Town
http://dbpedia.org/resource/Abdullahi_Qarshe,"http://dbpedia.org/resource/Moshi,_Tanzania"
http://dbpedia.org/resource/Abdulnasser_Gharem,http://dbpedia.org/resource/Khamis_Mushait
http://dbpedia.org/resource/Abdurrahim_Buza,http://dbpedia.org/resource/Skopje
http://dbpedia.org/resource/Abe_Cunningham,"http://dbpedia.org/resource/Sacramento,_California"
"http://dbpedia.org/resource/Abe_Laboriel,_Jr.",http://dbpedia.org/resource/Los_Angeles
http://dbpedia.org/resource/Abe_Olman,http://dbpedia.org/resource/Cincinnati
http://dbpedia.org/resource/Abed_Azrie,http://dbpedia.org/resource/Aleppo
http://dbpedia.org/resource/Abel-Dominique_Boyé,http://dbpedia.org/resource/Lot-et-Garonne
http://dbpedia.org/resource/Abel-Dominique_Boyé,http://dbpedia.org/resource/Marmande
http://dbpedia.org/resource/Abel_Decaux,http://dbpedia.org/resource/Auffay
http://dbpedia.org/resource/Abel_Guier,"http://dbpedia.org/resource/San_José,_Costa_Rica"
http://dbpedia.org/resource/Abel_Jacquin,http://dbpedia.org/resource/Colombes
http://dbpedia.org/resource/Abel_Pintos,http://dbpedia.org/resource/Buenos_Aires_Province
http://dbpedia.org/resource/Abel_Talamantez,"http://dbpedia.org/resource/Pecos,_Texas"
http://dbpedia.org/resource/Abel_de_Pujol,http://dbpedia.org/resource/Valenciennes
http://dbpedia.org/resource/Abhay_Jodhpurkar,http://dbpedia.org/resource/Madhya_Pradesh
http://dbpedia.org/resource/Abhay_Sopori,http://dbpedia.org/resource/Srinagar
http://dbpedia.org/resource/Abhaya_Subba,http://dbpedia.org/resource/Darjeeling
http://dbpedia.org/resource/Abhaya_Subba,http://dbpedia.org/resource/West_Bengal
http://dbpedia.org/resource/Abhijeet_Bhattacharya,http://dbpedia.org/resource/Kanpur
http://dbpedia.org/resource/Abhijeet_Sawant,http://dbpedia.org/resource/Mumbai
http://dbpedia.org/resource/Abi_Ann,"http://dbpedia.org/resource/Midland,_Texas"
http://dbpedia.org/resource/Abidin_Dino,http://dbpedia.org/resource/Istanbul
http://dbpedia.org/resource/Abigail_Clayton,http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Abigail_Clayton,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Abigail_Duhon,http://dbpedia.org/resource/New_Orleans
http://dbpedia.org/resource/Abigail_Keats,http://dbpedia.org/resource/Durban
http://dbpedia.org/resource/Abigail_Keats,http://dbpedia.org/resource/KwaZulu–Natal
http://dbpedia.org/resource/Abigail_Lazkoz,http://dbpedia.org/resource/Bilbao
http://dbpedia.org/resource/Abigail_McLellan,http://dbpedia.org/resource/Middlesbrough
http://dbpedia.org/resource/Abigail_Washburn,"http://dbpedia.org/resource/Evanston,_Illinois"
http://dbpedia.org/resource/Ablaye_Cissoko,http://dbpedia.org/resource/Kolda
http://dbpedia.org/resource/Abner_Cope,http://dbpedia.org/resource/Georgia_(U.S._state)
http://dbpedia.org/resource/Abolhassan_Sadighi,http://dbpedia.org/resource/Tehran
http://dbpedia.org/resource/Abou_El_Leef,http://dbpedia.org/resource/Alexandria
http://dbpedia.org/resource/Above_(artist),http://dbpedia.org/resource/California
http://dbpedia.org/resource/Above_(artist),http://dbpedia.org/resource/San_Francisco
http://dbpedia.org/resource/Abradab,http://dbpedia.org/resource/Katowice
http://dbpedia.org/resource/Abraham_Afewerki,http://dbpedia.org/resource/Asmara
http://dbpedia.org/resource/Abraham_Bloemaert,http://dbpedia.org/resource/Gorinchem
http://dbpedia.org/resource/Abraham_Cruzvillegas,http://dbpedia.org/resource/Mexico_City
http://dbpedia.org/resource/Abraham_Diepraam,http://dbpedia.org/resource/Rotterdam
http://dbpedia.org/resource/Abraham_Genoels,http://dbpedia.org/resource/Antwerp
http://dbpedia.org/resource/Abraham_Harriton,http://dbpedia.org/resource/Bucharest
http://dbpedia.org/resource/Abraham_Lambertsz_van_den_Tempel,http://dbpedia.org/resource/Leeuwarden
http://dbpedia.org/resource/Abraham_Mateo,"http://dbpedia.org/resource/San_Fernando,_Cádiz"
"http://dbpedia.org/resource/Abraham_Quintanilla,_Jr.","http://dbpedia.org/resource/Corpus_Christi,_Texas"
http://dbpedia.org/resource/Abraham_Walkowitz,http://dbpedia.org/resource/Siberia
http://dbpedia.org/resource/Abraham_de_Haen,http://dbpedia.org/resource/Amsterdam
http://dbpedia.org/resource/Abraham_Ángel,"http://dbpedia.org/resource/El_Oro,_State_of_Mexico"
http://dbpedia.org/resource/Abraham_Ángel,http://dbpedia.org/resource/State_of_Mexico
http://dbpedia.org/resource/Abram_Games,http://dbpedia.org/resource/Whitechapel
http://dbpedia.org/resource/Absent_Minded,http://dbpedia.org/resource/Barrie
http://dbpedia.org/resource/Abu_Abraham,http://dbpedia.org/resource/Mavelikkara
http://dbpedia.org/resource/Abu_Ratib,http://dbpedia.org/resource/Aleppo
http://dbpedia.org/resource/Abu_Talib_(musician),"http://dbpedia.org/resource/Memphis,_Tennessee"
http://dbpedia.org/resource/Abz_Love,http://dbpedia.org/resource/London
http://dbpedia.org/resource/Aca_Lukas,http://dbpedia.org/resource/Belgrade
http://dbpedia.org/resource/Ace_Cannon,"http://dbpedia.org/resource/Grenada,_Mississippi"
http://dbpedia.org/resource/Ace_Cannon,http://dbpedia.org/resource/Mississippi
http://dbpedia.org/resource/Ace_Frehley,http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Ace_Frehley,http://dbpedia.org/resource/The_Bronx
