author
http://dbpedia.org/resource/!PAUS3
http://dbpedia.org/resource/%22Bassy%22_Bob_Brockmann
http://dbpedia.org/resource/%22King%22_Bennie_Nawahi
http://dbpedia.org/resource/%22Weird_Al%22_Yankovic
http://dbpedia.org/resource/%C2%A1All-Time_Quarterback!
http://dbpedia.org/resource/%C3%81d%C3%A1m_Gy%C3%B6rgy
http://dbpedia.org/resource/%C3%81dhamh_%C3%93_Cuirn%C3%ADn
http://dbpedia.org/resource/%C3%81dhamh_C%C3%BAis%C3%ADn
http://dbpedia.org/resource/%C3%81g%C3%BAst_%C3%86var_Gunnarsson
http://dbpedia.org/resource/%C3%81gi_Szal%C3%B3ki
http://dbpedia.org/resource/%C3%81ine_Phillips
http://dbpedia.org/resource/%C3%81lex_Ubago
http://dbpedia.org/resource/%C3%81lvaro_Carrillo
http://dbpedia.org/resource/%C3%81lvaro_Cunqueiro
http://dbpedia.org/resource/%C3%81lvaro_Enrigue
http://dbpedia.org/resource/%C3%81lvaro_Jard%C3%B3n
http://dbpedia.org/resource/%C3%81lvaro_L%C3%B3pez_(musician)
http://dbpedia.org/resource/%C3%81lvaro_Mutis
http://dbpedia.org/resource/%C3%81lvaro_Scaramelli
http://dbpedia.org/resource/%C3%81lvaro_Torres
http://dbpedia.org/resource/%C3%81lvaro_Urquijo
http://dbpedia.org/resource/%C3%81lvaro_de_Campos
http://dbpedia.org/resource/%C3%81ngel_Cappelletti
http://dbpedia.org/resource/%C3%81ngel_Custodio_Loyola
http://dbpedia.org/resource/%C3%81ngel_Faretta
http://dbpedia.org/resource/%C3%81ngel_Felic%C3%ADsimo_Rojas
http://dbpedia.org/resource/%C3%81ngel_Ganivet
http://dbpedia.org/resource/%C3%81ngel_Iturriaga_Barco
http://dbpedia.org/resource/%C3%81ngel_Lozada
http://dbpedia.org/resource/%C3%81ngel_Mislan
http://dbpedia.org/resource/%C3%81ngel_Pe%C3%B1a_(musician)
http://dbpedia.org/resource/%C3%81ngel_Recasens
http://dbpedia.org/resource/%C3%81ngel_S%C3%A1nchez_(fashion_designer)
http://dbpedia.org/resource/%C3%81ngel_Sanzo
http://dbpedia.org/resource/%C3%81ngel_Z%C3%A1rraga
http://dbpedia.org/resource/%C3%81ngela_Gurr%C3%ADa
http://dbpedia.org/resource/%C3%81rp%C3%A1d_Doppler
http://dbpedia.org/resource/%C3%81sgeir_Trausti
http://dbpedia.org/resource/%C3%81smundur_Sveinsson
http://dbpedia.org/resource/%C3%82%C5%9F%C4%B1k_Ali_%C4%B0zzet_%C3%96zkan
http://dbpedia.org/resource/%C3%82ngelo_de_Sousa
http://dbpedia.org/resource/%C3%85ge_Aleksandersen
http://dbpedia.org/resource/%C3%85ge_R%C3%B8nning
http://dbpedia.org/resource/%C3%85ke_Claesson
http://dbpedia.org/resource/%C3%85ke_Edwardson
http://dbpedia.org/resource/%C3%85ke_Fridell
http://dbpedia.org/resource/%C3%85ke_Gr%C3%B6nberg
http://dbpedia.org/resource/%C3%85ke_Lindstr%C3%B6m
http://dbpedia.org/resource/%C3%85ke_Ohberg
http://dbpedia.org/resource/%C3%85ke_S%C3%B6derblom
http://dbpedia.org/resource/%C3%85sa_Bjerkerot
http://dbpedia.org/resource/%C3%85sa_Elz%C3%A9n
http://dbpedia.org/resource/%C3%85sa_Larsson
http://dbpedia.org/resource/%C3%85se_Kleveland
http://dbpedia.org/resource/%C3%85smund_Forfang
http://dbpedia.org/resource/%C3%85smund_Sveen
http://dbpedia.org/resource/%C3%85sta_Holth
http://dbpedia.org/resource/%C3%87er%C3%A7iz_Topulli
http://dbpedia.org/resource/%C3%87iljeta
http://dbpedia.org/resource/%C3%88ve_Curie
http://dbpedia.org/resource/%C3%88ve_Luquet
http://dbpedia.org/resource/%C3%89dgar_Negret
http://dbpedia.org/resource/%C3%89dika
