(48.8872385242, 2.31716310443);Pterocarya;fraxinifolia;SQUARE DES BATIGNOLLES;PARIS 17E ARRDT;388.0;30.0;56685;Pterocarya
(48.8731110898, 2.24886478886);Fagus;sylvatica;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;PARIS 16E ARRDT;231.0;16.0;58055;Hêtre
(48.8692243438, 2.24601704099);Platanus;x hispanica;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;PARIS 16E ARRDT;500.0;40.0;66884;Platane
(48.8671184424, 2.25294211329);Platanus;x hispanica;ROUTE DU LAC A BAGATELLE;PARIS 16E ARRDT;534.0;45.0;71532;Platane
(48.8333775625, 2.41261311356);Juglans;nigra;ROUTE DE LA CEINTURE DU LAC DAUMESNIL - LAC DAUMESNIL / PORTE DOREE;PARIS 12E ARRDT;585.0;26.0;73698;Noyer
(48.8669731103, 2.31951515223);Sequoiadendron;giganteum;JARDINS DES CHAMPS ELYSEES;PARIS 8E ARRDT;335.0;19.0;78301;Sequoia
(48.861255856, 2.3950502607);Platanus;x hispanica;CIMETIERE DU PERE LACHAISE / DIV 45;PARIS 20E ARRDT;362.0;26.0;84044;Platane
(48.8606050739, 2.25977704939);Taxodium;distichum;BERGE DU LAC INFERIEUR - CHEMIN DE CEINTURE DU LAC INFERIEUR;PARIS 16E ARRDT;354.0;32.0;90326;Cyprès Chauve
(48.855639773, 2.29642967787);Melia;azedarach;JARDIN DU CHAMP DE MARS;PARIS 7E ARRDT;124.0;12.0;90610;Lilas de Perse
(48.8433078707, 2.44974260862);Quercus;robur;FORT NEUF - AVENUE DE LA PEPINIERE / ROUTE DU GRAND MARECHAL;PARIS 12E ARRDT;464.0;30.0;107581;Chêne
