(48.8497459373, 2.36003937333);Cedrus;libani;SQUARE BARYE / 2 BOULEVARD HENRI IV;PARIS 4E ARRDT;133.0;12.0;112171;Cèdre
(48.8859514292, 2.34167969275);Sophora;japonica;SQUARE NADAR / 2 RUE SAINT ELEUTHERE;PARIS 18E ARRDT;301.0;16.0;116101;Sophora
(48.8830293243, 2.37006279721);Tilia;tomentosa;PLACE DE LA BATAILLE DE STALINGRAD;PARIS 19E ARRDT;206.0;20.0;116289;Tilleul
(48.8330296265, 2.35069308175);Aesculus;hippocastanum;SQUARE RENE LE GALL;PARIS 13E ARRDT;361.0;20.0;166118;Marronnier
(48.8527676299, 2.35102356684);Corylus;colurna;SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE;PARIS 4E ARRDT;210.0;19.0;156466;Noisetier de Byzance
(48.8521020309, 2.35080387137);Ulmus;glabra;SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE;PARIS 4E ARRDT;167.0;10.0;174834;Orme
(48.8476363794, 2.25274648217);Ginkgo;biloba;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;PARIS 16E ARRDT;408.0;24.0;172713;Arbre aux quarante écus
(48.8608096279, 2.39184377559);Cedrus;libani;CIMETIERE DU PERE LACHAISE / DIV 4;PARIS 20E ARRDT;372.0;25.0;170345;Cèdre
(48.8728864891, 2.29058299982);Morus;nigra;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;PARIS 16E ARRDT;150.0;8.0;153254;Mûrier
(48.8685718097, 2.31332439059);Calocedrus;decurrens;JARDINS DES CHAMPS ELYSEES;PARIS 8E ARRDT;197.0;26.0;157222;Libocèdre
(48.8814687366, 2.38368012582);Sophora;japonica;PARC DES BUTTES CHAUMONT;PARIS 19E ARRDT;408.0;12.0;153896;Sophora
(48.8577764958, 2.31452314446);Platanus;x hispanica;SQUARE D'AJACCIO;PARIS 7E ARRDT;478.0;29.0;153705;Platane
(48.8801157455, 2.38566682415);Aesculus;hippocastanum;PARC DES BUTTES CHAUMONT;PARIS 19E ARRDT;323.0;25.0;171142;Marronnier
(48.8336857764, 2.42111192826);Ginkgo;biloba;ECOLE DE CHIENS GUIDE D AVEUGLES - AVENUE DE SAINT-MAURICE;PARIS 12E ARRDT;260.0;25.0;203676;Arbre aux quarante écus
(48.8395211552, 2.43349884154);Platanus;x hispanica;SQUARE CARNOT - AVENUE DAUMESNIL / ESPLANADE DU CHATEAU DE VINCENNES;PARIS 12E ARRDT;607.0;30.0;195302;Platane
(48.8648104138, 2.23370602002);Salix;babylonica;ETANG DE SURESNES / ROUTE DE SURESNES - ROUTE DES MOULINS;PARIS 16E ARRDT;285.0;10.0;211047;Saule
(48.8400020252, 2.46422598011);Acer;cappadocicum;PELOUSE DE FONTENAY - AVENUE DE LA BELLE GABRIELLE;PARIS 12E ARRDT;294.0;18.0;190519;Erable
(48.8225316855, 2.33674234703);Fagus;sylvatica;PARC MONTSOURIS;PARIS 14E ARRDT;395.0;28.0;189274;Hêtre
(48.8557603076, 2.35399346953);Ulmus;minor;PLACE SAINT GERVAIS;PARIS 4E ARRDT;184.0;16.0;178189;Orme
(48.8785828156, 2.30755979417);Platanus;orientalis;PARC MONCEAU;PARIS 8E ARRDT;645.0;31.0;187215;Platane
(48.8800797215, 2.38570950523);Aesculus;hippocastanum;PARC DES BUTTES CHAUMONT;PARIS 19E ARRDT;330.0;22.0;219105;Marronnier
