author||place
http://dbpedia.org/resource/Aim%C3%A9_Bonpland||http://dbpedia.org/resource/La_Rochelle
http://dbpedia.org/resource/Aise_Johan_de_Jong||http://dbpedia.org/resource/Bruges
http://dbpedia.org/resource/Aizik_Volpert||http://dbpedia.org/resource/Kharkiv
http://dbpedia.org/resource/Ajai_R._Singh||http://dbpedia.org/resource/Mumbai
http://dbpedia.org/resource/Akbar_Adibi||http://dbpedia.org/resource/Sonqor
http://dbpedia.org/resource/Akhtar_Hameed_Khan||http://dbpedia.org/resource/Agra
http://dbpedia.org/resource/Akinola_Aguda||http://dbpedia.org/resource/Akure
http://dbpedia.org/resource/Akira_Fujishima||http://dbpedia.org/resource/Tokyo
http://dbpedia.org/resource/Akira_Tonomura||http://dbpedia.org/resource/Hy%C5%8Dgo_Prefecture
http://dbpedia.org/resource/Akito_Arima||http://dbpedia.org/resource/Osaka_Prefecture
http://dbpedia.org/resource/Akitsune_Imamura||http://dbpedia.org/resource/Kagoshima
http://dbpedia.org/resource/Akiva_Yaglom||http://dbpedia.org/resource/Kharkiv
http://dbpedia.org/resource/Akshay_Venkatesh||http://dbpedia.org/resource/New_Delhi
http://dbpedia.org/resource/Alain_Aspect||http://dbpedia.org/resource/Agen
http://dbpedia.org/resource/Alain_Bombard||http://dbpedia.org/resource/Paris
http://dbpedia.org/resource/Alain_Carpentier||http://dbpedia.org/resource/Toulouse
http://dbpedia.org/resource/Alain_Carpentier||http://dbpedia.org/resource/Haute-Garonne
http://dbpedia.org/resource/Alain_Connes||http://dbpedia.org/resource/Draguignan
http://dbpedia.org/resource/Alain_Hach%C3%A9||http://dbpedia.org/resource/Tracadie%E2%80%93Sheila
http://dbpedia.org/resource/Alain_de_Weck||http://dbpedia.org/resource/Montreux
http://dbpedia.org/resource/Alan_Amron||http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Alan_Ashton_(executive)||http://dbpedia.org/resource/Salt_Lake_City
http://dbpedia.org/resource/Alan_Ashworth||http://dbpedia.org/resource/Lancashire
http://dbpedia.org/resource/Alan_Ashworth||http://dbpedia.org/resource/Bolton
http://dbpedia.org/resource/Alan_Baker_(mathematician)||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Alan_Bundy||http://dbpedia.org/resource/Isleworth
http://dbpedia.org/resource/Alan_D'Andrea||http://dbpedia.org/resource/Pasadena,_California
http://dbpedia.org/resource/Alan_Dennis_Clark||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Alan_Fersht||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Alan_G._Marshall||http://dbpedia.org/resource/Bluffton,_Ohio
http://dbpedia.org/resource/Alan_G._Merten||http://dbpedia.org/resource/Milwaukee
http://dbpedia.org/resource/Alan_Grafen||http://dbpedia.org/resource/Dollar,_Clackmannanshire
http://dbpedia.org/resource/Alan_Hunter_(astronomer)||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Alan_Hunter_(astronomer)||http://dbpedia.org/resource/East_Ham
http://dbpedia.org/resource/Alan_J._Heeger||http://dbpedia.org/resource/Iowa
