author
http://dbpedia.org/resource/Jackson_Berkey
http://dbpedia.org/resource/Jackson_Browne
http://dbpedia.org/resource/Jackson_Burke
http://dbpedia.org/resource/Jackson_C._Frank
http://dbpedia.org/resource/Jackson_Guice
http://dbpedia.org/resource/Jackson_Li
http://dbpedia.org/resource/Jackson_Pearce
http://dbpedia.org/resource/Jackson_Pollock
http://dbpedia.org/resource/Jackson_Rohm
http://dbpedia.org/resource/Jackson_and_His_Computerband
http://dbpedia.org/resource/Jackson_do_Pandeiro
http://dbpedia.org/resource/Jackson_of_Exeter
http://dbpedia.org/resource/Jacky_Cheung
http://dbpedia.org/resource/Jacky_Chu
http://dbpedia.org/resource/Jacky_Cullum_Chisholm
http://dbpedia.org/resource/Jacky_Heung
http://dbpedia.org/resource/Jacky_June
http://dbpedia.org/resource/Jacky_Terrasson
http://dbpedia.org/resource/Jacky_Trevane
http://dbpedia.org/resource/Jacky_Vincent
http://dbpedia.org/resource/Jacky_Ward
http://dbpedia.org/resource/Jaclyn_Reding
http://dbpedia.org/resource/Jaclyn_Victor
http://dbpedia.org/resource/Jaco_Pastorius
http://dbpedia.org/resource/Jacob_Abbott
http://dbpedia.org/resource/Jacob_Acker
http://dbpedia.org/resource/Jacob_Anderson
http://dbpedia.org/resource/Jacob_Banks_(musician)
http://dbpedia.org/resource/Jacob_Bannon
http://dbpedia.org/resource/Jacob_Burck
http://dbpedia.org/resource/Jacob_Butler
http://dbpedia.org/resource/Jacob_Campo_Weyerman
http://dbpedia.org/resource/Jacob_Cats
http://dbpedia.org/resource/Jacob_Cheung
http://dbpedia.org/resource/Jacob_Chikuhwa
http://dbpedia.org/resource/Jacob_Ciocci
http://dbpedia.org/resource/Jacob_Cooper
http://dbpedia.org/resource/Jacob_Cooper_(composer)
http://dbpedia.org/resource/Jacob_Eichholtz
http://dbpedia.org/resource/Jacob_Eisenberg_(musician)
http://dbpedia.org/resource/Jacob_G._Francis__US-photographer-stub__1
